Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
31107,640.594,214.64854850760176,184.96925258564636,1.1604552946345124,0.5073658752968685,31423,199.0142269237973,0.7610461418016343,0.989943671832734,0.9525817569197088,0.9271631618638652,0.0069003294598515,0.003145388256978,0.8596315287174005,0.9975639589348672,SEKER
31158,642.626,216.4848362085624,183.64431215611992,1.1788267965768742,0.5295142509507343,31492,199.17730225820964,0.7987592288761279,0.9893941318430076,0.9481190040168372,0.9200519802981554,0.0069479695811208,0.0030710517082392,0.8464956464505574,0.9978717512215808,SEKER
31158,641.105,212.06697513850028,187.1929600683684,1.1328790092375651,0.469924156725518,31474,199.17730225820964,0.781313473256601,0.9899599669568532,0.9526231013453076,0.939218858231592,0.0068061806001187,0.0032670098784518,0.8821320636578552,0.9993488982933996,SEKER
31178,636.8879999999999,212.97592517558783,186.56208823218967,1.1415820180492635,0.4823522244603472,31520,199.24121693503304,0.7641104820723966,0.9891497461928934,0.9658995960258264,0.9355105126120185,0.0068309681562508,0.0032274291125688,0.8751799192076016,0.9990896583252052,SEKER
31202,644.4539999999998,215.6406946984341,184.47168424549935,1.1689636573787348,0.5178712232518863,31573,199.3178874933872,0.7791928878233942,0.9882494536471036,0.9440792434070276,0.924305534129939,0.006911117707148,0.0031116465919126,0.8543407204232316,0.998693253193524,SEKER
31203,639.7819999999999,215.0677369521649,184.87487594412093,1.1633151116605476,0.5109468292276195,31558,199.3210814599682,0.7629841549295775,0.9887508714113696,0.9579485417856513,0.926782809382055,0.0068925339535353,0.0031366824591191,0.8589263757660944,0.9992020327325236,SEKER
31272,638.6659999999998,212.4503189491817,187.53593899411052,1.1328512288828736,0.4698834942148054,31593,199.54134168877889,0.7703221992314514,0.9898395214129712,0.9634250363807546,0.9392376658964174,0.006793627492619,0.003261245517204,0.8821673930385504,0.9993644152841226,SEKER
31335,635.011,216.79009228678305,184.1634402999053,1.1771613949747357,0.5275867100642196,31599,199.74223673093363,0.774277242401779,0.9916453052311782,0.976510834463214,0.9213623861864616,0.0069184647291138,0.0030754693858982,0.8489086466792101,0.9993024867310142,SEKER
31374,636.401,219.86539400833308,182.00886369813333,1.2079927842030036,0.5609945201182605,31604,199.86649913510016,0.7691968225948808,0.9927224401974432,0.973459862403212,0.9090402791060654,0.0070078853193195,0.0029518837956689,0.8263542290372335,0.998229945872614,SEKER
31530,638.857,213.7856543474257,188.06648234425188,1.1367557455352166,0.4755356415256237,31791,200.36277809388568,0.7689493707930933,0.9917901292818722,0.9707927387403043,0.9372133911673683,0.0067803886567531,0.003226920696926,0.8783689405834386,0.9984909399079052,SEKER
31573,674.103,217.30702605854572,185.44825067084636,1.1717933454343863,0.5212683904221279,32197,200.49935697134612,0.7569647566530808,0.9806193123582942,0.8731185069831213,0.9226547369772048,0.0068826853976038,0.0030767665446716,0.8512917636664751,0.997538023687478,SEKER
31637,656.711,229.7192546364113,175.51044597535582,1.3088637166853716,0.6451908020300025,32045,200.7024650491028,0.761823348102485,0.9872679045092838,0.9218421819917176,0.8736858621919398,0.0072610947509691,0.0026097751956546,0.7633269857940733,0.9990909956726726,SEKER
31675,657.431,236.75263210938377,171.2105591846093,1.382815599907615,0.6906782192904545,32009,200.82296327732607,0.7409356725146198,0.9895654347214846,0.9209289602324524,0.8482396224619057,0.0074744319529402,0.002386888739221,0.719510457114316,0.9949502843943356,SEKER
31682,646.7209999999999,210.04568162672848,192.2484159476613,1.092574316367384,0.4028419735743838,32026,200.84515243415612,0.773184303006638,0.9892587272840816,0.9518938631075285,0.956197484655159,0.0066298113006353,0.0034187812857825,0.9143136296608532,0.998955588872088,SEKER
31703,656.3050000000001,215.708906739895,187.27244969027828,1.15184538407356,0.496263280854626,32093,200.91170520091373,0.7771105010295127,0.987847817281027,0.9249085601436619,0.9314019909394656,0.0068040534567673,0.0031586108837336,0.8675096687260003,0.9992370075612266,SEKER
31748,641.826,219.77651829981207,184.1151053119207,1.1936908594624824,0.5460726275575238,32020,201.0542440891312,0.7755899741046562,0.9915053091817612,0.9684821560162404,0.9148122176312732,0.006922531129514,0.0029906976165729,0.8368813935274481,0.9989776699079396,SEKER
31768,650.9540000000001,220.95949485998423,183.29206807659327,1.2055049472607324,0.558465259169797,32173,201.11756227924664,0.7776744186046511,0.9874118049295992,0.942104629800205,0.910201041175846,0.0069554109437164,0.002944773314582,0.828465935357594,0.99871978371057,SEKER
31811,642.092,223.98468285222037,180.91712284293047,1.2380513205855064,0.5895649687123591,32052,201.2536289301891,0.773877292852625,0.9924809684263072,0.9696001360667376,0.8985151411579843,0.0070411078825632,0.0028308858721706,0.8073294588901526,0.9995153027265358,SEKER
31821,649.681,213.73564520069317,189.9692019159781,1.12510682281661,0.4582865610047274,32168,201.28525915480648,0.7723543689320387,0.9892128823675702,0.9473781316557984,0.9417486679201496,0.0067168110744694,0.0032589894456886,0.8868905535293762,0.9978466128675012,SEKER
31823,662.532,222.87268894663688,181.89469625782465,1.2252841535892196,0.5778581503170483,32274,201.291584603299,0.7748478207937667,0.9860259032038172,0.9110396196180288,0.9031684660631292,0.0070035096925694,0.002874554587641,0.815713278090826,0.9994805535170056,SEKER
31837,656.4039999999999,224.91255418412965,180.43942186423212,1.2464712636541275,0.5969683535933226,32238,201.3358571783312,0.7852456590370955,0.9875612631056516,0.9285377475301468,0.8951739395280847,0.0070645021259581,0.0027982792022322,0.8013363820102313,0.9988427726963198,SEKER
31915,640.718,216.3203615381557,188.0653069421294,1.150240653395583,0.4941383413794607,32184,201.5823406705625,0.7776559454191033,0.9916418095948296,0.9769466831984482,0.9318694700637616,0.0067780154014775,0.0031528452028966,0.8683807092369159,0.9988467943887896,SEKER
31972,639.9739999999999,213.68748053289485,190.6449472933409,1.1208662152692614,0.4517054385526523,32246,201.7622727971526,0.7722705314009661,0.9915028220554488,0.9809683770672502,0.9441932316015748,0.0066835819008161,0.0032766689712814,0.891500858602225,0.999253193290773,SEKER
31992,640.338,212.8873637073701,191.48725365959243,1.1117573605490247,0.4369684316743807,32258,201.82536885923764,0.7742122840133585,0.991753983507967,0.980466376243067,0.9480382740643168,0.0066543937142838,0.0033158260517468,0.8987765690908486,0.9992214661757503,SEKER
31994,654.535,212.17139608383616,192.4225317877729,1.1026328055897567,0.4213023766282766,32391,201.83167738057568,0.7897413112164297,0.9877435089994134,0.9384532773909916,0.9512671411221948,0.0066315995525359,0.0033497163908302,0.9049091737787938,0.9977825410876202,SEKER
32015,653.676,212.9299892784469,191.81013458378808,1.1101081271877895,0.4342069402829724,32375,201.8979049537073,0.7618809642797649,0.9888803088803088,0.9415389488677876,0.948189147230393,0.0066509445347008,0.0033162175205669,0.8990626589255001,0.9980567645242616,SEKER
32026,654.237,230.97906741915185,176.93180830415815,1.3054694327324268,0.6428310650837523,32349,201.93258691872475,0.7794489875389407,0.990015147299762,0.9402478733620752,0.8742462647157668,0.0072122359151674,0.002598871632471,0.7643065313694704,0.9977788139405914,SEKER
32038,645.085,224.48232110792435,181.94086680683577,1.2338202243823224,0.5857512998093428,32308,201.97041499740783,0.7705146705146704,0.9916429367339358,0.9674786148012576,0.8997163518293563,0.0070067520166029,0.0028321676925391,0.8094895137491263,0.998764533489084,SEKER
32044,652.651,216.14714684546732,188.97054032596685,1.1438139853578335,0.485443520101132,32395,201.9893263801173,0.778069153069153,0.9891649945979318,0.9453542294066802,0.9344991563757626,0.0067453235190821,0.0031732055227639,0.8732886732670118,0.9988797977373958,SEKER
32057,642.0819999999999,215.91828527398093,189.3033869113692,1.1405938836956608,0.4809714696790997,32301,202.03029496977703,0.7798049089007272,0.9924460543017244,0.9771286582334484,0.9356794155410167,0.006735448896465,0.0031845979370415,0.8754959686671788,0.9985853470619924,SEKER
32066,669.313,236.4366550480214,173.23089931478256,1.36486421292766,0.6805801720019645,32481,202.05865297353077,0.780878628482369,0.9872232997752532,0.8994895693843451,0.8545995244793649,0.0073734377548812,0.0024260534698442,0.7303403472403567,0.9968154032055236,SEKER
32109,663.582,224.4723522891524,182.3644961999872,1.2308994182891186,0.5830809437929368,32567,202.19408631782812,0.7676253317076668,0.9859366843737524,0.9163205998319498,0.9007527397288256,0.0069909480920973,0.0028388222941241,0.8113554981289856,0.9986970106726464,SEKER
32114,648.566,222.65750737399864,183.8290361006732,1.2112205563220229,0.5642361269313904,32393,202.20982849412889,0.7606708039224975,0.9913870280616182,0.9593915997137143,0.9081653292492684,0.0069333470565485,0.0029092589187908,0.8247642652504322,0.9989714321911528,SEKER
32167,654.893,217.96051701714924,188.20471594468168,1.158103376544579,0.5043817530986666,32521,202.37662027886515,0.760593019956493,0.989114725869438,0.9424964570592284,0.9285012856844252,0.0067759044056688,0.0031065408644223,0.862114637517631,0.9984178726776743,SEKER
32213,658.216,221.4811143381682,185.2954323699252,1.195286421826101,0.5477843665607328,32585,202.5212716100553,0.7629073512694202,0.988583704158355,0.9343383323575634,0.91439521701537,0.0068755196454278,0.0029649752527065,0.8361186129005858,0.999401225036144,SEKER
32218,653.5949999999999,222.75607138109643,184.4046839490122,1.207974041715168,0.5609755664601539,32566,202.5369883558988,0.7544315653904695,0.9893140084750968,0.9477439021557724,0.9092321798465984,0.006914025432401,0.0029148078301697,0.826703156868597,0.9986359537012478,SEKER
32233,665.493,221.23368370102665,185.5923728724366,1.192040816532301,0.5442895095369213,32710,202.5841312774732,0.7752044252044252,0.9854173035768878,0.9145840197365748,0.9157020209962408,0.0068635771942117,0.0029767816237827,0.8385101912566,0.9995383730561735,SEKER
32251,644.0509999999999,220.9809627768115,186.0277835012764,1.1878922525317046,0.539747142543915,32514,202.64068830630663,0.764060649135276,0.9919111767238727,0.9770404216446092,0.9170051834327994,0.0068519104144619,0.0029886743829183,0.8408985064426222,0.9988968209686724,SEKER
32258,654.808,220.80403007890376,186.277755809551,1.1853483477901257,0.5369189075061797,32612,202.6626784439278,0.7758056758056758,0.9891450999632035,0.945408163831568,0.9178395809691824,0.0068449386223232,0.0029965149595458,0.8424294963936845,0.9985724116799216,SEKER
32262,652.4190000000001,222.69865627134516,184.5129928925483,1.2069537910592256,0.5599415175975334,32563,202.67524316562643,0.7813135716361522,0.9907563799404232,0.9524626416520812,0.9100874094124692,0.0069028162008351,0.0029210466788225,0.8282590927710995,0.9996704519993536,SEKER
32279,646.5559999999999,218.1816037965039,188.55314177232728,1.157135870268087,0.5031437256875972,32623,202.72863454506447,0.7901835985312117,0.9894552922784537,0.970325943687563,0.9291738213371452,0.0067592429690047,0.0031078903101509,0.8633639902582727,0.9990294422256346,SEKER
32323,649.59,217.3714573797691,189.59131904829272,1.14652642573999,0.4891499670620391,32615,202.86675874690425,0.7848436285936286,0.991047064234248,0.9625933676235022,0.9332722943126625,0.0067249777984645,0.0031470533899704,0.8709971753316212,0.9986212782625908,SEKER
32338,653.6020000000001,221.41134134396788,186.13627297921553,1.1895120590960326,0.541530904990862,32672,202.91382505301527,0.7824908655358482,0.9897771792360432,0.951253517768984,0.9164563288462434,0.0068467852478189,0.0029792954120347,0.8398922026823338,0.9990619034313654,SEKER
32355,657.166,221.2796210000571,186.36040993884197,1.1873746203535107,0.5391743277590498,32720,202.9671536724753,0.7837936046511627,0.9888447432762836,0.9414583159721268,0.917242865633898,0.0068391167053023,0.0029861880101434,0.8413344745562852,0.9989792023165897,SEKER
32368,675.3849999999999,221.65806493745845,186.17622928517983,1.190581986693524,0.5427019393429457,32806,203.00792492902275,0.7590994371482175,0.9866487837590684,0.891708502338534,0.9158607650315008,0.0068480618183841,0.0029721125583393,0.838800940924086,0.9986612906857952,SEKER
32376,643.009,219.1300137300374,188.3004273920524,1.163725525029192,0.511456520670891,32608,203.03301086361705,0.7843023255813953,0.9928851815505396,0.9840087314607846,0.9265413140244152,0.0067682855735741,0.0030769298396763,0.8584788065940901,0.999033699930142,SEKER
32433,653.76,219.8366971119597,188.0092368240601,1.169286684130758,0.5182614078472964,32775,203.21165851002627,0.7693201764789601,0.9895652173913044,0.9535869437249884,0.9243755077275996,0.00677817954281,0.003052717038448,0.8544700792866577,0.999120485698042,SEKER
32465,653.85,225.20244941772523,183.692094560686,1.2259779058881903,0.5785098675215973,32767,203.31188312498372,0.7650344047506834,0.9907834101382488,0.9542650434534424,0.9027960559516964,0.0069367765106337,0.0028424712305333,0.8150407186419387,0.9992219134542498,SEKER
32514,649.012,221.44548989725376,187.1344231774471,1.1833498409176797,0.534673643692279,32843,203.46525638919064,0.7849830999517141,0.9899826447035897,0.9700068736506544,0.9188051492202184,0.0068107735097882,0.0029941246907159,0.844202902233588,0.9989873700603596,SEKER
32518,651.651,221.26278537288945,187.2561106033458,1.1816051538183343,0.532696426660149,32811,203.47777155182828,0.7589152352501866,0.9910700679650116,0.962284651111448,0.9196204016365046,0.0068043171588932,0.0030019171437902,0.845701683106086,0.999285467350991,SEKER
32518,655.131,220.8211991933859,187.66558650582684,1.1766739086525573,0.5270196045494587,32842,203.47777155182828,0.7940321832344394,0.9901345837646915,0.9520886553575952,0.9214594083135608,0.0067907374129216,0.0030199623917194,0.8490874411695775,0.999099038188805,SEKER
32525,663.9139999999999,225.07785556031743,184.2147341738576,1.221823306206843,0.5745792538814934,33000,203.4996712344056,0.7690579778681547,0.9856060606060606,0.9272642490958108,0.9041301318950534,0.0069201492870197,0.0028524562955168,0.8174512954005669,0.9987810444093874,SEKER
32578,657.571,227.03757399657496,182.84230572264613,1.2417124860641866,0.5928139977174695,32901,203.6654067051696,0.7819220430107527,0.9901826692197806,0.9467797909622934,0.897055950343453,0.0069690457976725,0.0027837562587593,0.8047093780465954,0.9992176823734032,SEKER
32581,649.583,224.42417789758497,184.92347131983024,1.2136056948089473,0.5666030911163334,32851,203.6747839252968,0.7720616113744075,0.991781072113482,0.9702976345800158,0.90754385660819,0.0068881918264505,0.002882408175749,0.823635851667267,0.9995691600322124,SEKER
32615,664.7889999999999,218.146746288941,191.00227698353,1.1421159461243051,0.4830951720494698,33016,203.7810289294304,0.8085628579220071,0.9878543736370244,0.9273839969932453,0.9341465430775536,0.0066885404350434,0.0031417466709294,0.8726297639437437,0.9966443684628378,SEKER
32622,657.009,235.2708697635185,177.15818953259333,1.3280270609236142,0.6580242878670917,32902,203.8028960254257,0.7793119923554706,0.991489879034709,0.9496811325304296,0.866247896436466,0.0072120308308355,0.0025049906509595,0.7503854180806027,0.99653214133352,SEKER
32698,653.0489999999999,225.0141906394872,185.143724263941,1.215348732634906,0.5683178518575857,32994,204.04015936513665,0.7676848308407483,0.9910286718797356,0.9634729275144156,0.9067879620625584,0.0068815888017458,0.0028700632353279,0.822264408141568,0.9993380063256456,SEKER
32705,654.454,223.87586750160165,186.14992979684183,1.20266425964239,0.5555438328484512,33021,204.0619986929548,0.7794699461366128,0.9904303322128342,0.9595459232064728,0.911496182997459,0.0068453101208256,0.0029146895796483,0.8308252916189375,0.9992038842370624,SEKER
32713,660.043,215.4163207859024,193.48646209699407,1.113340532723757,0.4395915601284933,33020,204.08695506308428,0.7995160817284191,0.990702604482132,0.9435953206896728,0.9474071152943044,0.0065850371652218,0.0032725369697307,0.897580242110275,0.9993124649133724,SEKER
32729,656.6790000000001,214.2657206920077,194.79382504459105,1.0999615652239454,0.4165284657127013,33066,204.13685865036015,0.769153036285016,0.989808262263352,0.9537539372263116,0.9527275664584391,0.0065466626139511,0.0033271673697127,0.9076898158898205,0.9984239106240012,SEKER
32774,660.6139999999999,222.8700513011593,187.4792476531508,1.1887718459030934,0.540717402508646,33120,204.27714712896844,0.7901538164810261,0.9895531400966184,0.9437213211191549,0.916575133968688,0.0068002090468407,0.0029605630209838,0.8401099762097183,0.9986990871804308,SEKER
32775,649.807,220.02509946298017,189.8094037810212,1.1591896664762624,0.5057644876101894,33062,204.2802635564556,0.7726308345120226,0.9913193394229024,0.975402340828814,0.928440728148955,0.0067131990682831,0.0030769895577122,0.8620021856857618,0.9992240261268877,SEKER
32795,651.03,225.2102520857285,185.60023120276543,1.2134157949387991,0.5664155110218729,33091,204.34258212518915,0.7759926174814253,0.9910549696292044,0.972334053139782,0.9073413853619952,0.006867213053384,0.0028710659269699,0.8232683895906246,0.998966867403093,SEKER
32796,654.824,223.14536868852807,187.41926211421315,1.1906213169943198,0.5427448780805344,33111,204.34569755474277,0.8008204527140868,0.9904865452568632,0.9611287424729656,0.9157514617297464,0.0068040422212625,0.0029515982546434,0.8386007396601671,0.9984559170865988,SEKER
32799,653.7289999999999,219.9055494139476,190.1123396021284,1.1567137087164945,0.502601593364647,33087,204.3550435584319,0.7461779961779961,0.9912956750385348,0.9644394455020094,0.9292855232759788,0.0067046418919463,0.0030842674851224,0.8635715837703097,0.998905089405132,SEKER
32829,658.101,221.59949999341745,189.00262754141565,1.172467826908168,0.5220712625529795,33154,204.44848009733568,0.7897851661173527,0.990197261265609,0.9525382332252736,0.9226035261966238,0.0067501142280732,0.0030168333857138,0.8511972665504444,0.9980014093825724,SEKER
32836,669.19,218.4060037610228,191.75877277464323,1.1389622524216694,0.4786748961698618,33225,204.47027581270535,0.802914710485133,0.9882919488337096,0.921427619698948,0.93619347587365,0.0066514192886168,0.0031517846019845,0.8764582242683862,0.998252833266218,SEKER
32849,664.105,230.72230757754016,181.7436855016809,1.2694928406489607,0.6160383778822544,33245,204.51074740708705,0.7465681818181819,0.9880884343510302,0.935962647337584,0.8863934725442875,0.007023723936118,0.0026745664541091,0.7856933881691207,0.9974321312259234,SEKER
32870,655.5120000000001,220.35816291977068,190.0206597669005,1.159653709181335,0.50635283368871,33198,204.57610768475575,0.781242572610163,0.990119886740165,0.961276389025118,0.9283799836325513,0.0067039295077508,0.0030719367875349,0.8618893940095764,0.9994932326672584,SEKER
32885,659.728,227.0674036637465,184.5596932464388,1.230319576661563,0.5825470945127488,33225,204.62278081537207,0.7856699159021406,0.9897667419112112,0.949462631936475,0.9011543599555504,0.0069048929196821,0.002808881797127,0.812079180466898,0.9991169135277032,SEKER
32920,671.612,219.09313383325087,191.4622124806557,1.1443152724216372,0.4861326292464825,33376,204.73164340834452,0.7779747134585843,0.9863374880153404,0.9171340044360378,0.9344502943855982,0.006655319982784,0.0031302103588433,0.8731973526773313,0.999213066506813,SEKER
32925,656.646,225.12817021691257,186.46152827800609,1.2073706157833062,0.560364526908099,33252,204.7471904823244,0.7686830247706207,0.9901660050523275,0.959562001189692,0.909469438165153,0.006837605777279,0.0028856008619482,0.8271346589564391,0.9986580825199508,SEKER
32934,668.1969999999999,221.4087308303721,189.6018110515005,1.167756413308901,0.5164075045016255,33401,204.7751722409429,0.7767086458185934,0.9860183826831532,0.9269265082081328,0.9248739716494168,0.0067228010818719,0.0030343121339751,0.8553918634345661,0.998889334417966,SEKER
32947,668.2310000000001,209.6932927225293,200.2495993126508,1.0471596120156723,0.2967208610813507,33336,204.81558358774703,0.7653193960511033,0.988330933525318,0.9271980328421906,0.9767388404681284,0.0063645640793556,0.0035732405847105,0.954018762479024,0.9990099171732068,SEKER
32951,688.2599999999999,226.64904622747105,185.5215754596959,1.2216856485067418,0.5744478680874898,33524,204.8280162442832,0.7708016561790919,0.9829077675695024,0.8741247214764792,0.903723265787372,0.006878366247685,0.0028301334321693,0.8167157411253934,0.9977698998424404,SEKER
32988,676.797,224.75170993516784,187.17729445701804,1.2007423795025425,0.5535467409348022,33461,204.9429825627693,0.7666992051317808,0.9858641403424881,0.905000876844604,0.9118639525451768,0.006813135380598,0.0029056745675034,0.8314958679513128,0.9984123270303908,SEKER
33006,669.769,223.52774913974577,188.2429412080096,1.187442927237023,0.5392499943264328,33458,204.9988888104733,0.7570183486238532,0.9864905254348736,0.9245974137749078,0.9171071135437032,0.0067723368217822,0.0029552794956776,0.8410854577124632,0.9987409779625788,SEKER
33010,665.85,224.97125920643225,186.8900914943187,1.2037623686072794,0.5566774242305662,33374,205.01131035069196,0.7915877317090717,0.989093306166477,0.9356266427048878,0.9112777830992838,0.0068152456590861,0.0028991080835029,0.8304271979703453,0.999637010784689,SEKER
33013,652.684,223.78185388039773,188.0291423297052,1.1901445228527443,0.5422238229570202,33289,205.02062601197449,0.7897846889952151,0.991708972934002,0.9738429464115212,0.9161628722655488,0.0067785979426407,0.0029458483762575,0.8393544085178603,0.9989530520298364,SEKER
33019,655.7030000000001,224.45021141449703,187.50262716286304,1.1970510216880412,0.549663318002298,33340,205.03925606480905,0.7643287037037036,0.990371925614877,0.9650713855311084,0.913517767582578,0.0067976077838364,0.002920141254304,0.8345147116890572,0.9989566882410872,SEKER
33051,663.071,218.9513713810225,192.47394174678976,1.137563710671366,0.4766896754871177,33423,205.13858777188133,0.7779268464906087,0.9888699398617719,0.9446575501990478,0.936913920556798,0.0066246519433912,0.0031487747564855,0.87780769453311,0.9985621782489618,SEKER
33058,655.511,224.44587881023983,187.8781611897244,1.1946352752707026,0.5470872834381973,33320,205.1603101719604,0.799274661508704,0.9921368547418968,0.9667773600396956,0.9140747482622098,0.0067894572814519,0.0029237596548561,0.8355326454106222,0.9981567718477768,SEKER
33062,667.966,222.03914355777496,189.78134116275436,1.1699735189844438,0.5190889903649489,33439,205.17272193942824,0.7786622703721148,0.9887257394060828,0.9311727781737043,0.9240385215503316,0.0067158412545452,0.0030202332956252,0.8538471893089232,0.9989786007507376,SEKER
33078,659.4559999999999,235.560077511721,178.9312327601165,1.3164838462132755,0.6503915309408314,33333,205.22236150271172,0.7877214707563345,0.992349923499235,0.9558229606771168,0.8712102817698397,0.0071213518807582,0.0025306621944067,0.7590073550614836,0.9992209220955072,SEKER
33078,652.214,221.3869025189035,190.35481212557195,1.1630223583360766,0.5105826184494582,33327,205.22236150271172,0.7724173360732299,0.9925285804302818,0.977167182774258,0.9269851069224317,0.0066928744941926,0.0030484808478703,0.8593013884559926,0.9993867273235536,SEKER
33089,663.915,217.3358221267277,194.20704885110243,1.1190933769523368,0.4489030194588282,33466,205.2564817386817,0.774410222804718,0.988734835355286,0.9433406398205416,0.9444208494032682,0.0065682197143077,0.003223218146173,0.8919307407875906,0.998153784715584,SEKER
33090,653.809,228.4066750361445,184.68855478812688,1.2367126663488737,0.5883652823668539,33352,205.2595832970693,0.7693559637293652,0.9921443991364836,0.9727580692442672,0.8986584269684228,0.0069025891518931,0.0027769649097792,0.8075869683613601,0.9987530329507812,SEKER
33143,648.3849999999999,222.5263095398473,189.73737926439088,1.1728121807235805,0.5224801567742307,33377,205.42389888023612,0.769979555803364,0.9929891841687388,0.9906853996160324,0.923144320799745,0.0067141269510861,0.0030077914493752,0.8521954370248225,0.9994651888997668,SEKER
33159,653.8009999999999,222.44402868828985,189.98042001963083,1.1708787077389582,0.520175444011767,33415,205.4734777626379,0.788111422731378,0.992338770013467,0.9748103412811872,0.9237086694314788,0.0067084058231035,0.0030125840247186,0.853237705982873,0.9990378625753796,SEKER
33168,680.6210000000001,234.31554800768956,180.58275392822776,1.2975521909518433,0.6372200519486501,33542,205.50136062755368,0.7612402744945032,0.9888498002504325,0.8997429641899917,0.877028273944543,0.0070645063919346,0.0025781961958459,0.7691785932981446,0.9980493689672644,SEKER
33171,654.338,222.2536490089382,190.36145322938464,1.1675349459594828,0.5161380426665781,33429,205.51065407518436,0.7902372784448256,0.9922821502288433,0.9735631873621046,0.9246671764067164,0.0067002396373018,0.0030214253189055,0.85500938712397,0.9982533385906348,SEKER
33194,664.6579999999999,232.30854425480328,182.0856016640365,1.2758205049262077,0.6210015723331219,33520,205.58188988317767,0.7736988089410995,0.99027446300716,0.944219534016819,0.8849519097226533,0.0069985100998615,0.0026476711280204,0.783139882521771,0.9991459203467769,SEKER
33236,660.788,210.85800248716703,200.9273673099068,1.0494240048541692,0.3032730940431906,33611,205.711909010679,0.7682847896440129,0.988842938323763,0.9565205816000192,0.9755945071290276,0.0063442653293767,0.0035451815972196,0.9517846423403296,0.998825651123482,SEKER
33248,660.0679999999999,230.96983467743988,183.429248655006,1.2591766927631498,0.6076960241397734,33511,205.74904224164612,0.787661983843074,0.9921518307421444,0.9589545683883136,0.8908048210234218,0.0069468790506929,0.0026983590374317,0.7935332291585703,0.9991985470895516,SEKER
33251,658.962,217.45216297661577,194.98348254754376,1.1152337630629474,0.4426935029413736,33565,205.7583245022881,0.7579439252336448,0.99064501713094,0.9622631012955074,0.9462233977613496,0.0065397179927405,0.0032338026694238,0.8953387184710331,0.9985119682164072,SEKER
